"index","expert_label","video_url","video_title","video_description","video_duration","fragment"
"5","birthday","https://www.youtube.com/watch?v=M8njXv-9gP4","Opening birthday presents 1","","51.0","0"
"6","birthday","https://www.youtube.com/watch?v=DLoaReuPieY","Happy Birthday to youuuuu! 19, Feb, 2010.","","24.0","0"
"7","birthday","https://www.youtube.com/watch?v=ACY11A5AT8k","MVI_0619.AVI","Mitzi&#39;s 1st Birthday","106.0","0"
"8","birthday","https://www.youtube.com/watch?v=ACY11A5AT8k","MVI_0619.AVI","Mitzi&#39;s 1st Birthday","106.0","1"
"9","birthday","https://www.youtube.com/watch?v=ACY11A5AT8k","MVI_0619.AVI","Mitzi&#39;s 1st Birthday","106.0","3"
"10","birthday","https://www.youtube.com/watch?v=FjqA_xFyrB8","JoJo and Beth&#39;s birthday","JoJo and Beth&#39;s birthday at Brisbane Mi-Ed Consulting office","30.0","0"
"11","birthday","https://www.youtube.com/watch?v=OfY4mmKqA1k","Sachika first Birthday part 2.avi","Sachika first Birthday part 2","171.0","0"
"12","parade","https://www.youtube.com/watch?v=aYzAqmdzQDU","Toy Soldiers in The Walt Disney World Christmas Parade!!!","","62.0","0"
"13","parade","https://www.youtube.com/watch?v=C8LKjy0SKdE","Christmas parade in Bethlehem","","37.0","0"
"14","parade","https://www.youtube.com/watch?v=BBTP15gatfw","MVI 3906","Agnes went to Awadori - a 3hrs non-stop dance parade in Koenji","78.0","1"
"15","parade","https://www.youtube.com/watch?v=BBTP15gatfw","MVI 3906","Agnes went to Awadori - a 3hrs non-stop dance parade in Koenji","78.0","0"
"16","parade","https://www.youtube.com/watch?v=BBTP15gatfw","MVI 3906","Agnes went to Awadori - a 3hrs non-stop dance parade in Koenji","78.0","2"
"17","parade","https://www.youtube.com/watch?v=BkDexLYPq0o","July 4, 2009 Parade","July 4, 2009 Parade","45.0","1"
"18","parade","https://www.youtube.com/watch?v=BkDexLYPq0o","July 4, 2009 Parade","July 4, 2009 Parade","45.0","0"
"19","parade","https://www.youtube.com/watch?v=Jr9x-sXq3NE","Disney Parade 2","","28.0","0"
"20","parade","https://www.youtube.com/watch?v=e7RThsy58Io","MVI 4743","Puerto Rican Day Parade 2009","43.0","0"
"21","parade","https://www.youtube.com/watch?v=gJXcggOYGVg","christmas parade in sibu 2009","","40.0","0"
"22","parade","https://www.youtube.com/watch?v=F9au2E2JmWU","Rosebowl Parade","2010 Tournamant of Rosed Parade","19.0","0"
"23","parade","https://www.youtube.com/watch?v=E0Q2UuTo7XY","2009 Garaway Preview - Parade","2009 Garaway Preview - Parade","83.0","1"
"24","graduation","https://www.youtube.com/watch?v=N4Cpm-FjTOg","Tessa&#39;s Graduation","A short video of my sister Tessa&#39;s graduation.","233.0","6"
"25","graduation","https://www.youtube.com/watch?v=H8C5Z1H62j0","graduation","throwin hats","34.0","0"
"26","graduation","https://www.youtube.com/watch?v=KeWpgKtV4U8","North Graduation 2009: Lina","my walk across the stage at North High School 2009 Graduation. June 5, 2009","16.0","0"
"27","graduation","https://www.youtube.com/watch?v=k2RTFQTAUko","Eni Graduation","Macasandig Elementary School Graduation March 31,2009","94.0","0"
"28","graduation","https://www.youtube.com/watch?v=k2RTFQTAUko","Eni Graduation","Macasandig Elementary School Graduation March 31,2009","94.0","1"
"29","graduation","https://www.youtube.com/watch?v=k2RTFQTAUko","Eni Graduation","Macasandig Elementary School Graduation March 31,2009","94.0","3"
"30","graduation","https://www.youtube.com/watch?v=nBJv1pUMD8w","MVI 7642","Nov 11, 2009 HK MBus Graduation - Nikko Hotel","43.0","0"
"31","graduation","https://www.youtube.com/watch?v=Ll8XAcY7mHw","Graduation # 2","","25.0","0"
"0","basketball","https://www.youtube.com/watch?v=kNVPiF1gRZI","Trevor&#39;s Basketball Game - Part 2","","76.0","0"
"1","soccer","https://www.youtube.com/watch?v=IpSp-jxZVxA","Jonah&#39;s first soccer lesson","","58.0","1"
"2","birthday","https://www.youtube.com/watch?v=OfY4mmKqA1k","Sachika first Birthday part 2.avi","Sachika first Birthday part 2","171.0","2"
"3","birthday","https://www.youtube.com/watch?v=OfY4mmKqA1k","Sachika first Birthday part 2.avi","Sachika first Birthday part 2","171.0","4"
"4","birthday","https://www.youtube.com/watch?v=PD4vqYnuCic","Tish Birthday Singing","","20.0","0"
"5","birthday","https://www.youtube.com/watch?v=DLoOjN2-dDY","Christian 3rd Birthday-Cake.MOV","Christian Macabutas 3rd Birthday Party Seaview Clubhouse, Tung Chung","94.0","0"
"6","birthday","https://www.youtube.com/watch?v=DLoOjN2-dDY","Christian 3rd Birthday-Cake.MOV","Christian Macabutas 3rd Birthday Party Seaview Clubhouse, Tung Chung","94.0","1"
"7","birthday","https://www.youtube.com/watch?v=DLoOjN2-dDY","Christian 3rd Birthday-Cake.MOV","Christian Macabutas 3rd Birthday Party Seaview Clubhouse, Tung Chung","94.0","3"
"8","birthday","https://www.youtube.com/watch?v=OxwndSIcDko","Chian Chian enjoying her 1st birthday cake - 2/6/10","","52.0","1"
"9","birthday","https://www.youtube.com/watch?v=OxwndSIcDko","Chian Chian enjoying her 1st birthday cake - 2/6/10","","52.0","0"
"10","birthday","https://www.youtube.com/watch?v=AStZeuUg2b4","Nick&#39;s 40th Birthday Surprise Toast","","130.0","0"
"11","birthday","https://www.youtube.com/watch?v=AStZeuUg2b4","Nick&#39;s 40th Birthday Surprise Toast","","130.0","2"
"12","parade","https://www.youtube.com/watch?v=E0Q2UuTo7XY","2009 Garaway Preview - Parade","2009 Garaway Preview - Parade","83.0","0"
"13","parade","https://www.youtube.com/watch?v=E0Q2UuTo7XY","2009 Garaway Preview - Parade","2009 Garaway Preview - Parade","83.0","2"
"14","parade","https://www.youtube.com/watch?v=IsjZSmy9RH4","Waterloo Redneck Christmas Parade 2009 Part 1","Mt Olive Waterloo Parade 2009","446.0","3"
"15","parade","https://www.youtube.com/watch?v=IsjZSmy9RH4","Waterloo Redneck Christmas Parade 2009 Part 1","Mt Olive Waterloo Parade 2009","446.0","7"
"16","parade","https://www.youtube.com/watch?v=IsjZSmy9RH4","Waterloo Redneck Christmas Parade 2009 Part 1","Mt Olive Waterloo Parade 2009","446.0","11"
"17","parade","https://www.youtube.com/watch?v=jNe8vUSn-00","Pixar Play Parade - Middle","","263.0","0"
"18","parade","https://www.youtube.com/watch?v=jNe8vUSn-00","Pixar Play Parade - Middle","","263.0","3"
"19","parade","https://www.youtube.com/watch?v=jNe8vUSn-00","Pixar Play Parade - Middle","","263.0","6"
"20","parade","https://www.youtube.com/watch?v=eTac65kLmlk","Viliaus graduation 3","Viliaus division saleje gale video galima matyti Viliu, jis stovi prie juodzio antra eile nuo pradzios, ketvirtas nuo pradzios.","58.0","1"
"21","parade","https://www.youtube.com/watch?v=eTac65kLmlk","Viliaus graduation 3","Viliaus division saleje gale video galima matyti Viliu, jis stovi prie juodzio antra eile nuo pradzios, ketvirtas nuo pradzios.","58.0","0"
"22","parade","https://www.youtube.com/watch?v=AY4VdExEI2s","Honda Sailing Ship - Rose Parade 2010","","35.0","0"
"23","parade","https://www.youtube.com/watch?v=8qzJ046WHrg","Happy Mardi Gras!","This is the pre-Rex parade on St. Charles Ave. Mardi Gras morning. It&#39;s 9:30 and this kind of show has been going on for hours. We had a great time!","24.0","0"
"24","graduation","https://www.youtube.com/watch?v=aFZQ0RK7shU","MVI_2739.AVI","Extracts from Shivly&#39;s graduation function","20.0","0"
"25","graduation","https://www.youtube.com/watch?v=E2K9YoqqQwQ","Harshal Drexel Graduation - 10 (Final)","Harshal Drexel Graduation - 10 (Final)","38.0","0"
"26","graduation","https://www.youtube.com/watch?v=AAVmPLzvFHA","MVI 0718","BHS Graduation, Grade 8","31.0","0"
"27","graduation","https://www.youtube.com/watch?v=Dwblb0AclnQ","Vicky Graduation 2009","Vicky Graduation 2009","80.0","1"
"28","graduation","https://www.youtube.com/watch?v=Dwblb0AclnQ","Vicky Graduation 2009","Vicky Graduation 2009","80.0","0"
"29","graduation","https://www.youtube.com/watch?v=Dwblb0AclnQ","Vicky Graduation 2009","Vicky Graduation 2009","80.0","2"
"30","graduation","https://www.youtube.com/watch?v=3K3lAli5P2Y","MVI 0814","Troy&#39;s graduation","33.0","0"
"31","graduation","https://www.youtube.com/watch?v=fZdvDH-XZiU","Andrew and Nicole May 2009 Preschool Graduation 3","Andrew and Nicole May 2009 Preschool Graduation 3","87.0","1"
"0","basketball","https://www.youtube.com/watch?v=kNVPiF1gRZI","Trevor&#39;s Basketball Game - Part 2","","76.0","2"
"1","soccer","https://www.youtube.com/watch?v=IpSp-jxZVxA","Jonah&#39;s first soccer lesson","","58.0","0"
"2","birthday","https://www.youtube.com/watch?v=AStZeuUg2b4","Nick&#39;s 40th Birthday Surprise Toast","","130.0","4"
"3","birthday","https://www.youtube.com/watch?v=1h1Xo42wj_M","MARICAR&#39;S BIRTHDAY","birthday messages for me :)","74.0","1"
"4","birthday","https://www.youtube.com/watch?v=1h1Xo42wj_M","MARICAR&#39;S BIRTHDAY","birthday messages for me :)","74.0","0"
"5","birthday","https://www.youtube.com/watch?v=AxT_I_BrKio","My Dad&#39;s Birthday","At Chula hospital with the nice nurses","78.0","1"
"6","birthday","https://www.youtube.com/watch?v=AxT_I_BrKio","My Dad&#39;s Birthday","At Chula hospital with the nice nurses","78.0","0"
"7","birthday","https://www.youtube.com/watch?v=AxT_I_BrKio","My Dad&#39;s Birthday","At Chula hospital with the nice nurses","78.0","2"
"8","birthday","https://www.youtube.com/watch?v=MUc9ANvZMh8","Claire&#39;s 18th Birthday","Claire, french exchange student extraordinaire, opens gifts after her birthday party.","28.0","0"
"9","birthday","https://www.youtube.com/watch?v=QxgVfKiKKpY","Averyanna&#39;s 8th Birthday 2010","Averyanna&#39;s 8th Birthday!","66.0","1"
"10","birthday","https://www.youtube.com/watch?v=QxgVfKiKKpY","Averyanna&#39;s 8th Birthday 2010","Averyanna&#39;s 8th Birthday!","66.0","0"
"11","birthday","https://www.youtube.com/watch?v=In6rpKCZJOE","Tony&#39;s Birthday","Tony&#39;s Birthday @ Indi&#39;s restaurant","53.0","1"
"12","parade","https://www.youtube.com/watch?v=986w3Jp12V0","Guatemala Banda Musical Pedro Molina Rose Parade 2010","Guatemala Banda Musical Pedro Molina Rose Parade 2010","102.0","0"
"13","parade","https://www.youtube.com/watch?v=986w3Jp12V0","Guatemala Banda Musical Pedro Molina Rose Parade 2010","Guatemala Banda Musical Pedro Molina Rose Parade 2010","102.0","1"
"14","parade","https://www.youtube.com/watch?v=986w3Jp12V0","Guatemala Banda Musical Pedro Molina Rose Parade 2010","Guatemala Banda Musical Pedro Molina Rose Parade 2010","102.0","3"
"15","parade","https://www.youtube.com/watch?v=BDfbzjToErI","Santa&#39;s on a bike","Santa&#39;s on a Bike bristol 5th Dec 09","205.0","1"
"16","parade","https://www.youtube.com/watch?v=BDfbzjToErI","Santa&#39;s on a bike","Santa&#39;s on a Bike bristol 5th Dec 09","205.0","3"
"17","parade","https://www.youtube.com/watch?v=BDfbzjToErI","Santa&#39;s on a bike","Santa&#39;s on a Bike bristol 5th Dec 09","205.0","5"
"18","parade","https://www.youtube.com/watch?v=LkBgIN1DG_g","2009-2010 Countdown @Ptong Beach part.3","","61.0","1"
"19","parade","https://www.youtube.com/watch?v=LkBgIN1DG_g","2009-2010 Countdown @Ptong Beach part.3","","61.0","0"
"20","parade","https://www.youtube.com/watch?v=krQHTvRqK8g","Westie parade","A parade for Westies, there are 100 of them marching all dressed as frogs this year.","29.0","0"
"21","parade","https://www.youtube.com/watch?v=J-EflCtd_Hw","Disney Pixar Parade","","561.0","4"
"22","parade","https://www.youtube.com/watch?v=J-EflCtd_Hw","Disney Pixar Parade","","561.0","9"
"23","parade","https://www.youtube.com/watch?v=J-EflCtd_Hw","Disney Pixar Parade","","561.0","14"
"24","graduation","https://www.youtube.com/watch?v=fZdvDH-XZiU","Andrew and Nicole May 2009 Preschool Graduation 3","Andrew and Nicole May 2009 Preschool Graduation 3","87.0","0"
"25","graduation","https://www.youtube.com/watch?v=fZdvDH-XZiU","Andrew and Nicole May 2009 Preschool Graduation 3","Andrew and Nicole May 2009 Preschool Graduation 3","87.0","2"
"26","graduation","https://www.youtube.com/watch?v=EQUWMzIjWl0","Jessica&#39;s Graduation","","53.0","1"
"27","graduation","https://www.youtube.com/watch?v=EQUWMzIjWl0","Jessica&#39;s Graduation","","53.0","0"
"28","graduation","https://www.youtube.com/watch?v=kJw_47ld9Jg","My APEC Graduation&#39;s Speech","My speech given as the highest calification student in the 36th of the School of Languages of UNAPEC","373.0","1"
"29","graduation","https://www.youtube.com/watch?v=kJw_47ld9Jg","My APEC Graduation&#39;s Speech","My speech given as the highest calification student in the 36th of the School of Languages of UNAPEC","373.0","5"
"30","graduation","https://www.youtube.com/watch?v=kJw_47ld9Jg","My APEC Graduation&#39;s Speech","My speech given as the highest calification student in the 36th of the School of Languages of UNAPEC","373.0","9"
"31","graduation","https://www.youtube.com/watch?v=F6OXd6j_iFM","Eric&#39;s Graduation Video","Eric Graduation","23.0","0"
"0","basketball","https://www.youtube.com/watch?v=KXs-h31GJt4","Alyssa Playing Basketball 3","","67.0","1"
"1","soccer","https://www.youtube.com/watch?v=i0o0zrtqkMw","Soccer 10/10","Eastside madison girlz playing soccer","22.0","0"
"2","birthday","https://www.youtube.com/watch?v=In6rpKCZJOE","Tony&#39;s Birthday","Tony&#39;s Birthday @ Indi&#39;s restaurant","53.0","0"
"3","birthday","https://www.youtube.com/watch?v=Sa13eZZdwhA","Nathan practices for his third birthday","Nathan shows the might of his chubby lil&#39; lungs.","62.0","1"
"4","birthday","https://www.youtube.com/watch?v=Sa13eZZdwhA","Nathan practices for his third birthday","Nathan shows the might of his chubby lil&#39; lungs.","62.0","0"
"5","birthday","https://www.youtube.com/watch?v=706BMVz9IlY",".&#39;.Ryxel blowing the Birthday Cake of Nanay Sally.&#39;.","Birthday","266.0","0"
"6","birthday","https://www.youtube.com/watch?v=706BMVz9IlY",".&#39;.Ryxel blowing the Birthday Cake of Nanay Sally.&#39;.","Birthday","266.0","3"
"7","birthday","https://www.youtube.com/watch?v=706BMVz9IlY",".&#39;.Ryxel blowing the Birthday Cake of Nanay Sally.&#39;.","Birthday","266.0","6"
"8","birthday","https://www.youtube.com/watch?v=EHPh28tcuJo","Tish Birthday Speech","","30.0","0"
"9","birthday","https://www.youtube.com/watch?v=KL8WQPrVYiA","Sam plays guitar!","Sam&#39;s friends sing for her birthday","87.0","1"
"10","birthday","https://www.youtube.com/watch?v=KL8WQPrVYiA","Sam plays guitar!","Sam&#39;s friends sing for her birthday","87.0","0"
"11","birthday","https://www.youtube.com/watch?v=KL8WQPrVYiA","Sam plays guitar!","Sam&#39;s friends sing for her birthday","87.0","2"
"12","parade","https://www.youtube.com/watch?v=2Q25xAqHy1I","bacchus parade 2010 (w/drew breese)","","68.0","1"
"13","parade","https://www.youtube.com/watch?v=2Q25xAqHy1I","bacchus parade 2010 (w/drew breese)","","68.0","0"
"14","parade","https://www.youtube.com/watch?v=hC5GaPEYmVg","Venice Beach Carnival","","26.0","0"
"15","parade","https://www.youtube.com/watch?v=BtWIBc08vWk","Japan Electrical parade 11 of 22 MVI 5572","","30.0","0"
"16","parade","https://www.youtube.com/watch?v=bw31o29_z7k","UP lantern parade","from the back of the line","166.0","0"
"17","parade","https://www.youtube.com/watch?v=bw31o29_z7k","UP lantern parade","from the back of the line","166.0","2"
"18","parade","https://www.youtube.com/watch?v=bw31o29_z7k","UP lantern parade","from the back of the line","166.0","4"
"19","parade","https://www.youtube.com/watch?v=jp8DQXEH1zc","11th movie MVI 0412","Orange parade in bobcaygeon July 4 2009","34.0","0"
"20","parade","https://www.youtube.com/watch?v=MGE_5Csg2-s","Octoberfest Parade","Munich Octoberfest Parade (21 Sep 2008)","58.0","1"
"21","parade","https://www.youtube.com/watch?v=MGE_5Csg2-s","Octoberfest Parade","Munich Octoberfest Parade (21 Sep 2008)","58.0","0"
"22","parade","https://www.youtube.com/watch?v=lQv6LLDmBVk","Halloween Parade 2009 &quot;I Don&#39;t March&quot;","Mansfield Halloween Parade 2009","30.0","0"
"23","parade","https://www.youtube.com/watch?v=J5q4GAgiQQw","MVI_0109.AVI","","16.0","0"
"24","graduation","https://www.youtube.com/watch?v=98cxhwRb_t8","Video from Amilcar&#39;s graduation party","","66.0","1"
"25","graduation","https://www.youtube.com/watch?v=98cxhwRb_t8","Video from Amilcar&#39;s graduation party","","66.0","0"
"26","graduation","https://www.youtube.com/watch?v=D6vCXJAzPm0","MVI 1620","Graduation 2009 MDS Brian","55.0","1"
"27","graduation","https://www.youtube.com/watch?v=D6vCXJAzPm0","MVI 1620","Graduation 2009 MDS Brian","55.0","0"
"28","graduation","https://www.youtube.com/watch?v=BycUjC6PVgw","Jurgita Simoniutyte Graduation","Jurgita Simoniutyte graduation ceremony from Old Dominion University May 9, 2009.","61.0","1"
"29","graduation","https://www.youtube.com/watch?v=BycUjC6PVgw","Jurgita Simoniutyte Graduation","Jurgita Simoniutyte graduation ceremony from Old Dominion University May 9, 2009.","61.0","0"
"30","graduation","https://www.youtube.com/watch?v=fDCAYCJF-eE","usc graduation ending","the end of my brothers graduation","162.0","0"
"31","graduation","https://www.youtube.com/watch?v=fDCAYCJF-eE","usc graduation ending","the end of my brothers graduation","162.0","2"
"0","basketball","https://www.youtube.com/watch?v=KXs-h31GJt4","Alyssa Playing Basketball 3","","67.0","0"
"1","soccer","https://www.youtube.com/watch?v=LXpmROa_CxQ","MVI 0260","Dylan&#39;s (#7 on the blue team)first soccer game this morning 9/5/2009, the blue team wins 7-1 and Dylan scores 2 goals. Here is one of the two goals he scored.","35.0","0"
"2","birthday","https://www.youtube.com/watch?v=D73g2LjClfY","MVI_2445.avi","HAPPY BIRTHDAY, KATHLEEN!","28.0","0"
"3","birthday","https://www.youtube.com/watch?v=A4FGH7ftseU","Leo&#39;s 3rd Birthday party","Leo blowing out the candles from the cake, 3rd birthday","30.0","0"
"4","birthday","https://www.youtube.com/watch?v=5ffYIvxX8_g","Jesse&#39;s 17th Birthday","Jesse&#39;s 17th Birthday","36.0","0"
"5","birthday","https://www.youtube.com/watch?v=Jhr9k7HUmmY","Jessica&#39;s Birthday 1","","182.0","1"
"6","birthday","https://www.youtube.com/watch?v=Jhr9k7HUmmY","Jessica&#39;s Birthday 1","","182.0","3"
"7","birthday","https://www.youtube.com/watch?v=Jhr9k7HUmmY","Jessica&#39;s Birthday 1","","182.0","5"
"8","birthday","https://www.youtube.com/watch?v=TlIZwi9AvNU","Soham&#39;s Birthday cake cutting ceremony","Soham&#39;s birthday cake cutting","99.0","0"
"9","birthday","https://www.youtube.com/watch?v=TlIZwi9AvNU","Soham&#39;s Birthday cake cutting ceremony","Soham&#39;s birthday cake cutting","99.0","1"
"10","birthday","https://www.youtube.com/watch?v=TlIZwi9AvNU","Soham&#39;s Birthday cake cutting ceremony","Soham&#39;s birthday cake cutting","99.0","3"
"11","birthday","https://www.youtube.com/watch?v=GFKPpDEkdqo","Opening birthday presents 2","","68.0","1"
"12","parade","https://www.youtube.com/watch?v=lGQDXK3tuiQ","Mickeys Boo to you Halloween Parade Haunted Mansion","This is part of the parade in the Magic Kingdom! Enjoy!","71.0","1"
"13","parade","https://www.youtube.com/watch?v=lGQDXK3tuiQ","Mickeys Boo to you Halloween Parade Haunted Mansion","This is part of the parade in the Magic Kingdom! Enjoy!","71.0","0"
"14","parade","https://www.youtube.com/watch?v=coY_Q0_i0HM","Disneyland Parade 1","","28.0","0"
"15","parade","https://www.youtube.com/watch?v=EwHI6K9L57I","G.W. Carver 2010","SAINTS PARADE Feb. 9,2010","77.0","1"
"16","parade","https://www.youtube.com/watch?v=EwHI6K9L57I","G.W. Carver 2010","SAINTS PARADE Feb. 9,2010","77.0","0"
"17","parade","https://www.youtube.com/watch?v=EwHI6K9L57I","G.W. Carver 2010","SAINTS PARADE Feb. 9,2010","77.0","2"
"18","parade","https://www.youtube.com/watch?v=nFn9nEzjPGU","LAkers Parade","LAkers Parade","272.0","1"
"19","parade","https://www.youtube.com/watch?v=nFn9nEzjPGU","LAkers Parade","LAkers Parade","272.0","4"
"20","parade","https://www.youtube.com/watch?v=nFn9nEzjPGU","LAkers Parade","LAkers Parade","272.0","7"
"21","parade","https://www.youtube.com/watch?v=kzuIX6fByZQ","Banda De Guate Pedro Molina - Guate Cheer Rose Parade","Banda De Guate Pedro Molina - Guate Cheer Rose Parade","18.0","0"
"22","parade","https://www.youtube.com/watch?v=ACyaM0di0B8","Pixar Play Parade - End","","219.0","0"
"23","parade","https://www.youtube.com/watch?v=ACyaM0di0B8","Pixar Play Parade - End","","219.0","3"
"24","graduation","https://www.youtube.com/watch?v=fDCAYCJF-eE","usc graduation ending","the end of my brothers graduation","162.0","4"
"25","graduation","https://www.youtube.com/watch?v=KdefTTr1Z8E","MVI 0165 - Peng Chen High School Graduation Ceremony","Peng Chen High School Graduation Ceremony","75.0","1"
"26","graduation","https://www.youtube.com/watch?v=KdefTTr1Z8E","MVI 0165 - Peng Chen High School Graduation Ceremony","Peng Chen High School Graduation Ceremony","75.0","0"
"27","graduation","https://www.youtube.com/watch?v=KdefTTr1Z8E","MVI 0165 - Peng Chen High School Graduation Ceremony","Peng Chen High School Graduation Ceremony","75.0","2"
"28","graduation","https://www.youtube.com/watch?v=fFc7MSQgw2Q","Jaewon Bryan Chang&#39;s Imperial 2009 Graduation 1","Imperial College Graduation 2009 - opening","37.0","0"
"29","graduation","https://www.youtube.com/watch?v=99mxD-weKPw","tim, graduation fm denver metro","bachelor of science elect.eng. 12/13/09","16.0","0"
"30","graduation","https://www.youtube.com/watch?v=7RowEr3AlFE","graduation","my graduation","65.0","1"
"31","graduation","https://www.youtube.com/watch?v=7RowEr3AlFE","graduation","my graduation","65.0","0"
"0","basketball","https://www.youtube.com/watch?v=a9CHxOIKxns","Youth Basketball Games","","121.0","0"
"1","soccer","https://www.youtube.com/watch?v=dtpwn-R6enQ","MVI 0437","domenic zoccoli, IFC, International Football Club, Arcadia, Soccer, Chivas","67.0","1"
"2","birthday","https://www.youtube.com/watch?v=GFKPpDEkdqo","Opening birthday presents 2","","68.0","0"
"3","birthday","https://www.youtube.com/watch?v=746dTaYjS9A","Enjoying Cake!","Baidyn enjoying his birthday cake while dad trys to work the camera!","15.0","0"
"4","birthday","https://www.youtube.com/watch?v=497W5cAwlf8","Jin Mo&#39;s Birthday Surprise!","","39.0","0"
"5","birthday","https://www.youtube.com/watch?v=VUGitaA_PnQ","Camping big basin 8-11-09 dans birthday cake","","30.0","0"
"6","birthday","https://www.youtube.com/watch?v=Py0lXdqZ_oY","Happy Birthday Jack","Birthday message to Jack from Harry","269.0","0"
"7","birthday","https://www.youtube.com/watch?v=Py0lXdqZ_oY","Happy Birthday Jack","Birthday message to Jack from Harry","269.0","3"
"8","birthday","https://www.youtube.com/watch?v=Py0lXdqZ_oY","Happy Birthday Jack","Birthday message to Jack from Harry","269.0","6"
"9","birthday","https://www.youtube.com/watch?v=F1rli-4p6XA","Birthday card from Grandpa!","Josie opens her birthday card from Great Grandpa!","88.0","1"
"10","birthday","https://www.youtube.com/watch?v=F1rli-4p6XA","Birthday card from Grandpa!","Josie opens her birthday card from Great Grandpa!","88.0","0"
"11","birthday","https://www.youtube.com/watch?v=F1rli-4p6XA","Birthday card from Grandpa!","Josie opens her birthday card from Great Grandpa!","88.0","2"
"12","parade","https://www.youtube.com/watch?v=ACyaM0di0B8","Pixar Play Parade - End","","219.0","6"
"13","parade","https://www.youtube.com/watch?v=f1hIiPRnh-0","MVI 2254","kayla&#39;s preschool halloween parade (part 7)","29.0","0"
"14","parade","https://www.youtube.com/watch?v=IOR0zScSbBQ","MVI 1263","DC 4th parade","20.0","0"
"15","parade","https://www.youtube.com/watch?v=6buC-cSkhSg","MVI_0843.AVI","Endymion Parade, Mid-City New Orleans","24.0","0"
"16","parade","https://www.youtube.com/watch?v=FbBUDp7DZP4","MVI 0330 Parade on Thomas Street, Key West, Florida","A spontaneous parade on Thomas Street after the Duval Street Fantasy Fest Parade in Oct, 2008. Photographer: Joseph Krygier","141.0","0"
"17","parade","https://www.youtube.com/watch?v=FbBUDp7DZP4","MVI 0330 Parade on Thomas Street, Key West, Florida","A spontaneous parade on Thomas Street after the Duval Street Fantasy Fest Parade in Oct, 2008. Photographer: Joseph Krygier","141.0","2"
"18","parade","https://www.youtube.com/watch?v=FbBUDp7DZP4","MVI 0330 Parade on Thomas Street, Key West, Florida","A spontaneous parade on Thomas Street after the Duval Street Fantasy Fest Parade in Oct, 2008. Photographer: Joseph Krygier","141.0","4"
"19","parade","https://www.youtube.com/watch?v=PtPfnoGInck","James Halloween Parade -- Oct 2009","","79.0","1"
"20","parade","https://www.youtube.com/watch?v=PtPfnoGInck","James Halloween Parade -- Oct 2009","","79.0","0"
"21","parade","https://www.youtube.com/watch?v=kvNYGnG-WAI","MVI 0209","Stones Ace of Richond float in Richmond Good Old Days Parade 2009.","31.0","0"
"22","parade","https://www.youtube.com/watch?v=mFlplW26-ok","MVI_0387.MOV","610 Stompers in the Saints Parade Part 2","32.0","0"
"23","parade","https://www.youtube.com/watch?v=keG0SvJUvs0","1982 freeway in local parade","1982 Freeway in local parade in Illinois","57.0","1"
"24","graduation","https://www.youtube.com/watch?v=N0X3Egvyo00","Harshal Drexel Graduation - 3","Harshal Drexel Graduation - 3","27.0","0"
"25","graduation","https://www.youtube.com/watch?v=KLSfXBf4o3o","MVI 2169","kristyn&#39;s graduation","29.0","0"
"26","graduation","https://www.youtube.com/watch?v=Gyvuo2aMF-Q","Sebastian&#39;s Graduation day..","","54.0","1"
"27","graduation","https://www.youtube.com/watch?v=Gyvuo2aMF-Q","Sebastian&#39;s Graduation day..","","54.0","0"
"28","graduation","https://www.youtube.com/watch?v=dt8Ir-_RHOg","Justin&#39;s 5th Grade Graduation","Justin&#39;s 5th Grade Graduation","29.0","0"
"29","graduation","https://www.youtube.com/watch?v=L7HhsuWiodQ","BISHOP STANLEY SIMUNYOLA","THIS IS A VIDEO CLIP FROM BISHOP STANLEY SIMUNYOLA&#39;S GRADUATION AT FULLER THEOLOGICAL SEMINARY IN CALIFORNIA USA IN JUNE, 2009","42.0","0"
"30","graduation","https://www.youtube.com/watch?v=dtZKg4DSg8g","MVI 1739","jacob y graduation","125.0","0"
"31","graduation","https://www.youtube.com/watch?v=dtZKg4DSg8g","MVI 1739","jacob y graduation","125.0","2"
"0","basketball","https://www.youtube.com/watch?v=a9CHxOIKxns","Youth Basketball Games","","121.0","2"
"1","soccer","https://www.youtube.com/watch?v=dtpwn-R6enQ","MVI 0437","domenic zoccoli, IFC, International Football Club, Arcadia, Soccer, Chivas","67.0","0"
"2","birthday","https://www.youtube.com/watch?v=LZ804N9ckr8","jenzel mark 2nd birthday","birthday","260.0","0"
"3","birthday","https://www.youtube.com/watch?v=LZ804N9ckr8","jenzel mark 2nd birthday","birthday","260.0","3"
"4","birthday","https://www.youtube.com/watch?v=LZ804N9ckr8","jenzel mark 2nd birthday","birthday","260.0","6"
"5","birthday","https://www.youtube.com/watch?v=4yRUriXDrTA","Peanut Butter Chewy Birthday Cake","Happy Birthday Papa!","35.0","0"
"6","birthday","https://www.youtube.com/watch?v=EcLf2iZM6DM","Ha&#39;s graduation party speech","Ha&#39;s graduation party speech in her living room. 071809","68.0","1"
"7","birthday","https://www.youtube.com/watch?v=EcLf2iZM6DM","Ha&#39;s graduation party speech","Ha&#39;s graduation party speech in her living room. 071809","68.0","0"
"8","birthday","https://www.youtube.com/watch?v=GDaH0dEp6qE","HkpolarMom&#39;s 89th Birthday - 2010","Time flies and it&#39;s PolarMom&#39;s 89th Birthday. The day fell on Feb 16.","16.0","0"
