id,label
1482,cupcake
1483,cupcake happy birthday child food family
1484,cupcake with candle
1485,cupcake with lit candle
1486,cupcakes and other food on a table for the celebration
1487,curiosity
1488,curtain
1489,curtain balloon chair girls paper speech
1490,curtain rail cap gown guy girl
1491,curtain stage podium man cap gown
1492,cushion
1493,cushions
1494,customes
1495,cute
1496,cute little girl
1497,cutlery
1498,cutting
1499,cutting birthday cake
1500,cutting cake
1501,cutting the cake
1502,cycle
1503,cyclists
1504,cymbal
1505,cymbols
1506,d.a.r.e
1507,d.a.r.e. black shirts
1508,dacers
1509,dad
1510,dad boy wall flower chair map
1511,dad table cake candle flame door wall knob
1512,daddy
1513,daisy duck
1514,damcer
1515,dance and music
1516,dance club
1517,dance floor
1518,dance performance
1519,dance recital
1520,dance show
1521,dance team
1522,dancers
1523,dancing
1524,dancing at a bar
1525,dancing baby
1526,dancing clapping walking
1527,dancing group
1528,dancing in bar
1529,dancing in chair
1530,dancing in costuemes
1531,dancing in the street
1532,dancing on float
1533,dancing on stage
1534,dancing parade
1535,dancing snowmen
1536,dancing w the stars
1537,dancing with rings
1538,dare
1539,dare event
1540,dark
1541,dark blue caps/gowns
1542,dark cake candle flame light
1543,dark lights float parade night
1544,dark room
1545,dark skies
1546,dark sky
1547,darkening classroom
1548,daughter
1549,day
1550,daycare
1551,daylight
1552,daytime
1553,daytime graduation parade
1554,daytime motorcycle parade
1555,daytime parade
1556,daytime parade and costume party
1557,daytime parade featuring a marching band
1558,daytime parade featuring dancers
1559,daytime parade of cars and motorbikes
1560,daytime parade or march
1561,daytime parade we see youngster in a stroller
1562,daytime parade with marching band
1563,dean
1564,debris on the streets
1565,decorated
1566,decorated cars
1567,decorated float
1568,decorated floats
1569,decorated golf carts
1570,decorated vehicle with lights
1571,decoratioms
1572,decorations
1573,deejay performing at a parade
1574,degree
1575,degree ceremony
1576,demon
1577,demonstration
1578,deocoration
1579,deporte
1580,desert
1581,desfile
1582,desfile lights disney parade pigs street christmas
1583,desfile parade disney kids soldiers dancing fairy tale
1584,desfile parade new york street marching band band music band
1585,desk
1586,dessert
1587,devil
1588,diaper
1589,dim
1590,dimploma
1591,dining
1592,dining room
1593,dining table
1594,dinner
1595,dinner gala
1596,dinner party
1597,dinnertime
1598,diploma
1599,diploma degree
1600,diploma/degree
1601,directing foot traffic
1602,directing people
1603,director
1604,disabled
1605,disc jockey
1606,disco
1607,discussion
1608,disfrases
1609,dishing up cake
1610,disney
1611,disney balloon
1612,disney character floats dancing
1613,disney characters
1614,disney characters dancing
1615,disney characters take part in a parade
1616,disney characters waving to crowd
1617,disney characterss
1618,disney costumes singing dancing parade
1619,disney electrical parade
1620,disney floats
1621,disney holiday parade
1622,disney night time parade
1623,disney nighttime parade
1624,disney parade
1625,disney parade approaches
1626,disney parade desfile magic kids christmas dancing people street fairytale
1627,disney street parade
1628,disney theme
1629,disney world
1630,disneyland
1631,disneyland night show
1632,disneyland show
1633,disneys boo to you parade
1634,disneys boo to you parade!!!!
1635,disneys holiday parade
1636,disneys night time electrical parade
1637,disneyworld
1638,display
1639,distance
1640,dj
1641,dock
1642,doctor
1643,dog
1644,dog and boy looking in window
1645,dog birthday cake
1646,dog celebrate birthday
1647,dog eating cake
1648,dog eating something
1649,dog floor table chairs person cupcake candle flame
1650,dog on sofa
1651,dog parade
1652,dog road leash people walk
1653,dog toy
1654,dog treats
1655,dog's birthday
1656,doggy parade
1657,dogs birthday
1658,dogs birthday party
1659,dogs brithday party
1660,dogs on table
1661,dogs walking
1662,doll
1663,dolphin
1664,donald
1665,donald duck
1666,donkey
1667,donuts
1668,door
1669,door man dresser people light veiling lamp
1670,doorway
1671,doorway table kids cake flame candle plate wall
1672,dora the explorer
1673,dorm
1674,dotted cloth
1675,downtown
1676,dr.seuss
1677,dragon
1678,drakness
1679,drapes
1680,dress
1681,dress parade
1682,dress up
1683,dressed in uniforms
1684,dressup
1685,dressy clothes
1686,dribble.
1687,dribblimg
1688,dribbling
1689,driing
1690,drill
1691,drill team
1692,drinking a drink
1693,drinking wine
1694,drinks
1695,drivers parade formula one
1696,drivers waving to audience
1697,driving
1698,driving along a road
1699,driving down a street
1700,driving past rows of bmw's
1701,drivint
1702,dropped flag
1703,drowsy child
1704,drum band
1705,drum band instrument boy girl gym
1706,drum band playing
1707,drum corps
1708,drum major
1709,drum street tree pole face people line
1710,drumers
1711,druming
1712,drumline
1713,drummer boys
1714,drummers
1715,drums
1716,drums marching singing
1717,drums parade
1718,drums playing
1719,dslr camera
1720,dubstep
1721,duck
1722,duke
1723,dumbo
1724,durfs
1725,dusk
1726,dusty
1727,dwarf costumes
1728,dwarfs
1729,dwarfs parade crowd tree night
1730,dwarfs street night lights tree building
1731,dwarves
1732,each of the 6 girls saying a birthday greeting to their friend on video
1733,easel
1734,easter
1735,eastern
1736,eat silly dog birthday sing food
1737,eat spaghetti
1738,eating
1739,eating at restaurant
1740,eating birthday cake
1741,eating cake
1742,eating cupcakes
1743,eating donut
1744,eating food
1745,eating popcycle
1746,eating sweets
1747,education
1748,elderly
1749,electric light show
1750,electric parade
1751,electrical
1752,electrical animation
1753,elegant dishes
1754,elementary
1755,elementary classroom game
1756,elementary graduation
1757,elementary school
1758,elementary school game
1759,elementary school graduation
1760,elmo
1761,elmo dancing with babies
1762,elmo dancing with little children
1763,elmo on a truck
1764,elves
1765,elvis
1766,embarrassed
1767,embracing
1768,emcee on the microphone
1769,emcee speaking into microphone
1770,emergency
1771,emergency service parade
1772,emergency services
1773,emergency services parade
1774,emergency vehicles
1775,emergency vehicles in the parade with sirens blowing
1776,emergency vehicles take part in a parade
1777,empty seats
1778,encouragement
1779,end of graduation
1780,engine
1781,english language institute
1782,english language instutute
1783,enjoying
1784,entering a gate
1785,entering a home
1786,entertainer
1787,entertainment
1788,entrenador
1789,envelope
1790,eric graduates
1791,ethnic
1792,evening
1793,evening entertainment
1794,evening event
1795,event
1796,event involving young people singing
1797,event show
1798,everybody is clappin
1799,everyone ialking at once
1800,everyone playing either drums or bagpipes
1801,everyone smiling having fun
1802,excercising
1803,excited
1804,excited kid
1805,excitement
1806,exercise
1807,exhibition
1808,exit
1809,exit sign
1810,exploding
1811,eye glasses
1812,eyes
1813,face painting
1814,facemasks
1815,faces
1816,fair
1817,fair featuring children's light up characters
1818,fairground ride
1819,fairy
1820,fairy godmother
1821,fairy lights
1822,fairy tale
1823,fairytale
1824,fake play-acting
1825,fall
1826,fall in sand
1827,familia
1828,familiies with children walking along a road
1829,familt celebration
1830,familt gaterthing for photo
1831,family
1832,family and friends around table
1833,family and friends in the audience
1834,family attending graduation ceremony
1835,family birthday celebration
1836,family birthday party
1837,family birthday party in restaurant
1838,family boy cap gown wall door camera ceiling
1839,family celebrate kids birthday
1840,family celebrating a birthday at home
1841,family celebration
1842,family cheer
1843,family event
1844,family fathering
1845,family friends at ceremony
1846,family friends singing happy birthday
1847,family gathering
1848,family gathering unknown occasion
1849,family greeting each other - birthday occasion
1850,family home
1851,family house party
1852,family meal
1853,family members
1854,family party
1855,family relaxing at home
1856,family room
1857,family shout at kid to low candles
1858,family sing badly to oblivious baby
1859,family sing happy birthdat
1860,family sing happy birthday
1861,family sing happy birthday at a picnic
1862,family sing happy birthday to grandma
1863,family singing happy birthday to a little boy
1864,family singing happy birthday to a little kid
1865,family sitting around table
1866,family smack little girl
1867,family stand in front of a cake
1868,family surprise party
1869,family video
1870,family visiting
1871,family walk by
1872,family wall man light door kids
1873,family wall scarf camera kids fan ceiling floor
1874,family/friends at ceremony
1875,famous
1876,fan wall banner tripod camera balloon
1877,fan waving arms in air
1878,fancy dress
1879,fancy dress clothing
1880,fancy dress parade
1881,fancy dress show
1882,fancy dress show at school
1883,fancy dress street parade
1884,fans
1885,fans watching
1886,fantasy
1887,fast food
1888,fat
1889,father
1890,father and son
1891,father carrying son
1892,father cheering him on
1893,father holding baby eating spaghetti
1894,father holding birthday child
1895,fatman
1896,fattie
1897,feathers
1898,feeding
1899,feeding baby
1900,feeding baby icecream
1901,feel sick
1902,feet
1903,felices
1904,felicidad
1905,female
1906,female patient
1907,female singer
1908,fence
1909,fence bike window helmet tree house grass
1910,ferris wheel
1911,fest
1912,festival
1913,festive garb
1914,festive lighting
1915,festive tablecloth
1916,fete
1917,fiddle
1918,fidgeting
1919,field
1920,field lines crowd gown cap tree
1921,fiesta
1922,fighting
1923,figurines
1924,filipinos
1925,filming
1926,fingers
1927,fir
1928,firdge
1929,fire
1930,fire accident
1931,fire ebgine
1932,fire engine
1933,fire engine driving past
1934,fire engine parade
1935,fire engines
1936,fire ritual
1937,fire truck
1938,fire truck leads a parade
1939,fire truck street sky pole light wire sign
1940,fire turck
1941,fire works
1942,firefaighters
1943,firefighters
1944,fireman in parade
1945,firemans street parade
1946,firemens street parade
1947,fireplace
1948,firestruck
1949,firetruck
1950,firetruck parade
1951,firetrucks sirens lights
1952,fireworks
1953,fireworks are released
1954,fireworks going off in an arena
1955,fireworks going off in an arena during a celebration
1956,first birthday
1957,firworks
1958,fish
1959,fish float
1960,five a side
1961,five-a-side
1962,flafg podium man table. group girl
1963,flag bearers
1964,flag ceremony at grad
1965,flag dance
1966,flag dancing
1967,flag drill team
1968,flag floor drum band men door wall
1969,flag hat kids door teacher wall
1970,flag night light parade wall men
1971,flag parade
1972,flag street drum band hat tree branch banner house
1973,flag tree branch float parade building
1974,flag twirling
1975,flag wavers
1976,flag waving
1977,flags
1978,flags people
1979,flags people tree cloud float
1980,flamboyant
1981,flame
1982,flames
1983,flamingo
1984,flapping
1985,flash mob
1986,flashes from cameras
1987,flashing
1988,flashing lightd
1989,flashing lights
1990,flashing moving walking
1991,flasing lights
1992,flat hats
1993,flats
1994,fleur de lis
1995,float
1996,float balloons sign street people
1997,float boys parade house light
1998,float going by
1999,float lights night street bug crowd
2000,float of fairy
2001,float with children's fun characters
2002,float with lights
2003,floating lanterns
2004,floating stage
2005,floats in parade
2006,floats passing b y
2007,floor
2008,floor flag building group men drum band flute
2009,floor girl camera window hat glasses sofa
2010,floor kids window chairs table wall
2011,floor step boy woman cake candle flame knife
2012,flotilla
2013,flower floats
2014,flowers
2015,flute
2016,flutes
2017,flying whale
2018,foam containers
2019,foam mallets
2020,following instructions
2021,food
2022,food drink on table
2023,food table
2024,food/drink on table
2025,football
2026,football field
2027,football field parade
2028,football game
2029,football match
2030,football players
2031,forces
2032,ford
2033,foreign
2034,foreign language
2035,foreign music playing
2036,forest
2037,fork
2038,forks
2039,formal
2040,formation
2041,forward roll
2042,fotball
2043,four
2044,foyer
2045,french
2046,french horns
2047,fridge
2048,friendly
2049,friends
2050,friends and family
2051,friends applauding
2052,friends birthday
2053,friends fooling around
2054,friends laughing
2055,friends listening to music
2056,friends play ten pin bowling
2057,friends walking to college
2058,frisco st
2059,front
2060,frosting
2061,frozen characters
2062,frozone
2063,fruit
2064,fun
2065,fun gathering
2066,function
2067,function hall
2068,funeral
2069,funny
2070,funny and cute
2071,funny hat
2072,furniture
2073,gala
2074,galleon
2075,gallopers
2076,game
2077,game begins
2078,garbage can
2079,garden
2080,garden night time party
2081,garden party
2082,garden wedding ceremony
2083,garduation
2084,garduation ceremony
2085,garlands
2086,gate
2087,gathering
2088,gathering at restaurant or bar
2089,genie
2090,gente
2091,george washington
2092,get together
2093,getting diplomas
2094,getting doll
2095,getting present from box
2096,getting up
2097,ggraduation
2098,ghost busters
2099,ghostbusters
2100,giant balloon
2101,giant baseball balloons
2102,giant baseballs
2103,giant inflatable cartoon
2104,giant orca balloon
2105,giant ship float
2106,giant stilletto
2107,giants
2108,gift
2109,gift unwrapping
2110,gift. wrapping paper
2111,giraffe birthday cake
2112,giraffes
2113,girl
2114,girl and a dog
2115,girl and boy
2116,girl bar building store
2117,girl birthday
2118,girl birthday cake
2119,girl blowing out candle
2120,girl blows out cake
2121,girl box group paper tale
2122,girl boy chair cake table plant
2123,girl building lights night parade crowd
2124,girl building rail can pillar
2125,girl cake candle flame wall seat plate
2126,girl cake flame wall paper parents
2127,girl cake step rail sweater man wall
2128,girl cap tassel gown podium church people
2129,girl carrying present
2130,girl celebrant
2131,girl celebrating birthday
2132,girl chair room candle cake books
2133,girl coat lights night flash
2134,girl crying
2135,girl dark mic duet boy girl flash
2136,girl dog play room laugh dancing baby kid girl on her room
2137,girl door building parents door
2138,girl eating cake
2139,girl gift present dress pink dad birthday happiness baby crib
2140,girl gown cap podium wall people
2141,girl graduation cap tassel gown group
2142,girl guitar window wall picture boy
2143,girl happy
2144,girl holding product
2145,girl in a high chair smiling
2146,girl iwth package
2147,girl laughing
2148,girl looks excited
2149,girl on her room
2150,girl opening birthday card
2151,girl opening envelope
2152,girl opening gifts
2153,girl opening presents
2154,girl performing
2155,girl playing guitar
2156,girl playing with soccer ball
2157,girl puts blanket over her head
2158,girl reading birthday card
2159,girl room dog kid laugh
2160,girl sat on object
2161,girl singing
2162,girl smiling
2163,girl stood on stage
2164,girl stood outside
2165,girl to shy to talk
2166,girl tree road bridge dress shirt ground
2167,girl tries to blow out candle
2168,girl waiting
2169,girl wearing hat walking
2170,girl with camera
2171,girl's birthday
2172,girl's birthday celebration
2173,girls candle flame ä€´eps rail man
2174,girls chatting
2175,girls dancing
2176,girls eat cake
2177,girls holding hands
2178,girls moving arms
2179,girls night out drinking and dancing
2180,girls singing
2181,girls singing on stage
2182,girls soccer
2183,girls talk to camera
2184,girls talking
2185,girls team
2186,give woman a gift
2187,giving
2188,giving kids treats
2189,giving out certificate and candy
2190,giving red boxes to parents
2191,glass
2192,glasses
2193,glassses
2194,glitter
2195,globe
2196,glow
2197,glow sticks
2198,glow-in-the-dark
2199,glowing floats
2200,gloworm
2201,glowsticks
2202,glyndwr university
2203,gnomes
2204,go back down to the first basket
2205,go carts
2206,goal
2207,godmother
2208,goes back into line
2209,gold cart parade
2210,gold suits
2211,goldfish
2212,golf buggies
2213,golf buggy
2214,golf buggy parade
2215,golf buggys pass by
2216,golf cars
2217,golf cart
2218,golf cart parade
2219,good
2220,goofy
2221,goofy dancing
2222,google
2223,google logo
2224,gown cap students hand
2225,gowns
2226,graaduation ceremony
2227,grabbing
2228,grace
2229,grad
2230,grad on tv
2231,gradation
2232,gradaution event
2233,gradduation
2234,gradiation en skewl
2235,gradiatiopn
2236,grads accepting their certs
2237,grads mingling
2238,grads sing a grease song...badly
2239,grads sing at their ceremony
2240,grads walk down the stairs
2241,grads walk towards stage
2242,graduacion
2243,graduaiton
2244,gradualtion
2245,graduands
2246,graduataion ceremony
2247,graduate announcements
2248,graduate diplomas
2249,graduate intros
2250,graduate names
2251,graduate names announced
2252,graduate procession
2253,graduate students throwing their hats into the air
2254,graduates dressed in blue policemen uniform
2255,graduates going on stage
2256,graduates leaving
2257,graduates receiving diplomas
2258,graduates seated
2259,graduates sitting and waiting
2260,graduates standing
2261,graduates waiting
2262,graduates walking across stage
2263,graduates walking on stage
2264,graduates walking to the seats in a graduation ceremony
2265,graduates walking toward stage
2266,graduating class
2267,graduatino
2268,graduatiom
2269,graduation
2270,graduation ?
2271,graduation award ceremony
2272,graduation awards
2273,graduation awards  singing
2274,graduation caps
2275,graduation celebration
2276,graduation ceremomy
2277,graduation ceremony
2278,graduation ceremony and kids singing
2279,graduation ceremony awards
2280,graduation ceremony for a person who died in a traffic accident
2281,graduation ceremony for kids
2282,graduation ceremony for very young children
2283,graduation ceremony in a stadium
2284,graduation ceremony in park
2285,graduation ceremony of senior students
2286,graduation ceremony of young kids
2287,graduation ceremony of young people
2288,graduation ceremony of young students
2289,graduation ceremony on a field
2290,graduation ceremony speech
2291,graduation ceremony where students are singing
2292,graduation ceremony with singing and piano playing
2293,graduation ceromony
2294,graduation clapping stage purple foreign
2295,graduation day
2296,graduation event
2297,graduation fireworks
2298,graduation for kids
2299,graduation for small students
2300,graduation from coliege
2301,graduation gathering
2302,graduation gowns
2303,graduation gratitude speech
2304,graduation hall
2305,graduation hat throw cheers football blue white
2306,graduation hat throw football horns
2307,graduation hats
2308,graduation high school
2309,graduation honors
2310,graduation kids sports diplomas baseball boys
2311,graduation line-up
2312,graduation march
2313,graduation music playing in the background as graduates walk on a football field
2314,graduation of senior students
2315,graduation of students
2316,graduation of young kids
2317,graduation of young students
2318,graduation parade
2319,graduation party
2320,graduation performence
2321,graduation picture
2322,graduation procession
2323,graduation prom girls boys
2324,graduation prom high school university boys girls men women
2325,graduation re h
2326,graduation reception
2327,graduation rehearsal
2328,graduation school little boys little girls latin kids kids dancing latin
2329,graduation school university college people
2330,graduation singing
2331,graduation song
2332,graduation speech
2333,graduation speech given by a valedictorian
2334,graduation speech speaker motivation motivational speech
2335,graduation speech time
2336,graduation stage
2337,graduation student sending video to parents
2338,graduation surprise party
2339,graduation video
2340,graduation w guy waving
2341,graduation walk
2342,graduation webcast
2343,graduaton
2344,graduaton ceremony
2345,graduatoni
2346,graduduation
2347,gradusation
2348,gradustion
2349,gradutaion
2350,gradution
2351,grammar school
2352,grampa birthday celebration
2353,grampa birthday celebration!
2354,gramps drinks
2355,grandad
2356,granddad
2357,grandfather
2358,grandma
2359,grandma birthday
2360,grandma gives birthday spanking
2361,grandmas birthday party
2362,grandmother
2363,grandstand
2364,granite
2365,granite countertop
2366,granted prize
2367,grass
2368,grass skirts
2369,grasuation
2370,grauation
2371,graudates singing
2372,graudation
2373,graudation ceromony
2374,grauduation
2375,gray hair
2376,grduation
2377,grease
2378,great
2379,green
2380,green birthday cake
2381,greeting
2382,greeting card
2383,greeting visitors
2384,greetings
2385,greetings card
2386,ground
2387,ground people wheel shoe
2388,group
2389,group banner church choir stage
2390,group birthday
2391,group birthday party
2392,group dancing
2393,group graduation
2394,group graduation song
2395,group men women choir
2396,group of asian children walking together
2397,group of friends
2398,group of kids walking
2399,group of men performing in parade
2400,group of old and young walking along a street
2401,group of people walking together
2402,group of students
2403,group parade
2404,group performance
2405,group photograph
2406,group play
2407,group singing
2408,group singing happy birthday
2409,group singing happy birthday on video
2410,gtaduation
2411,guests
2412,guitar
2413,guitar playing
2414,guns
2415,guy
2416,guy aims
2417,guy cutting cake
2418,guy discussing eating cake
2419,guy graduating and changing into superman
2420,guy having a meal at a bar
2421,guy moving a chair
2422,guy scores
2423,guys
2424,guys i grass skirts
2425,gym
2426,gym class
2427,gym graduation ceremony
2428,gym hall
2429,gym of school
2430,gym wall kids costumes parade hat
2431,gymnasium
2432,gymnastics
2433,gynasium
2434,gys
2435,hair girl cake table flame lighter hand watch
2436,hair salon
2437,hairbows
2438,half naked people wave from fire trucks in a parade
2439,hall
2440,halloween
2441,halloween at school
2442,halloween costume parade
2443,halloween costume parade at an elementary school
2444,halloween costume party for young students in a gym
2445,halloween costumes
2446,halloween festival
2447,halloween game
2448,halloween parade
2449,halloween party
2450,halloween with kids
2451,hallway
2452,hamburger
2453,hand
2454,hand actions
2455,hand motions
2456,hand shaking
2457,handicrafts
2458,handing out candies
2459,handing out certificate
2460,handing out diplomas
2461,handing out diplomas degrees
2462,handing out diplomas/degrees
2463,handing out gifts
2464,hands waving
2465,handshake
2466,hanging out
2467,hanging trlrvision
2468,hapie birthday
2469,hapiness
2470,happiness
2471,happing birthday song
2472,happpy birthday
2473,happy
2474,happy 100 birthday
2475,happy 66 birthday
2476,happy birthdat
2477,happy birthday
2478,happy birthday banner
2479,happy birthday bowl of food
2480,happy birthday cake
2481,happy birthday celebration
2482,happy birthday celebration at resturant
2483,happy birthday celebration!
2484,happy birthday daddy cake
2485,happy birthday grandad
2486,happy birthday jack
2487,happy birthday message
2488,happy birthday occasion for dogs
2489,happy birthday party
2490,happy birthday singing
2491,happy birthday singsong
2492,happy birthday song
2493,happy birthday song hospital nurses asian
2494,happy birthday song singing
2495,happy birthday song singing baby cake
2496,happy birthday speech
2497,happy brthday
2498,happy dance
2499,happy new year celebration
2500,happy new year parade float
2501,happy people
2502,harbor
2503,hard rock cafe
2504,hardwood
2505,harley davidson
2506,harvest parade
2507,hat baby candle flame
2508,hat band house tree
2509,hat falls
2510,hat kids gym floor hat costume wall
2511,hat throw
2512,hat throwing
2513,hats
2514,having fun
2515,hawaiian
2516,hawaiin
2517,hawaiin garb
2518,hcmc
2519,he gets a hug
2520,he gets distracted
2521,he kisses his toy
2522,he looks back at parents
2523,he shakes hands
2524,he throws paper around
2525,head
2526,headache
2527,headdresses
2528,headlight
2529,headlights flashing
2530,headphones
2531,headset
2532,healthy
2533,hearts
2534,heavy duty trucks moving along a street
2535,helicopter
2536,hell
2537,hello
2538,hells angels
2539,helmets
2540,hiding
2541,high five
2542,high heel float
2543,high school
2544,high school band
2545,high school basketball game
2546,high school grad
2547,high school graduation
2548,high school meeting in gymnasium
2549,highchair
2550,highland avenue
2551,highlander playing bagpipes
2552,highschool
2553,highschool graduation ceremony
2554,hills
2555,hindu parade
2556,his classmate follows
2557,his family hug him
2558,hitting
2559,holding
2560,holding a flashlight
2561,holding a glass
2562,holding a globe
2563,holding baby
2564,holding bear
2565,holding bottle
2566,holding cup
2567,holding flags
2568,holding flowers
2569,holding folk
2570,holding globe
2571,holding guns
2572,holding hands
2573,holding signs
2574,holding the baby
2575,holding up present
2576,holiday
2577,holiday parade
2578,holiday street parade
2579,holloween
2580,home
2581,home life
2582,home movie
2583,home video
2584,homecoming
2585,hometown float
2586,honda
2587,honking
2588,honking horn
2589,honor
2590,honor guard
2591,hooded
2592,hoodie
2593,hook
2594,hoop
2595,hoopla
2596,hooters
2597,horn
2598,horn blowing
2599,horn honking
2600,horrible cameraman
2601,horse
2602,horse parade
2603,horses
2604,horses and cart
2605,horses pulling floats
2606,hospital
2607,hospital room
2608,hospital ward
2609,hot air balloons
2610,hotel
2611,hound dog
2612,house
2613,house kids tree grass sidewalk
2614,house night crowd parade street
2615,house night lights roof people
2616,house party
2617,house people cap gown students flower
2618,house street crowd parade window lines horse
2619,house tree grass lawn cap gown
2620,house tree parade sky flag float
2621,hoverboards
2622,huge parade float
2623,huge shark balloon
2624,huge street parade
2625,hugging
2626,hugging dog
2627,hula hoop people in a parade
2628,hula hoops
2629,hula skirts
2630,human
2631,hunny parade float
2632,hurrucan
2633,ice cream
2634,icing
2635,ights
2636,illiminating lights
2637,illuminated boats
2638,illuminated candle
2639,illumination
2640,imitation
2641,in an interview in an office a man feels sorry for talking because the attention is on mr
2642,in an interview in an office a man feels sorry for talking because the attention is on mr.
2643,inabled
2644,incredibles
2645,incredibles floats
2646,indian
2647,indian celebration
2648,individuals graduate and walk off the stage
2649,indoor
2650,indoor fireworks
2651,indoor football
2652,indoor parade
2653,indoor show
2654,indoor soccer
2655,indoor soccer game
2656,indoor soccer match
2657,indoors
2658,infant
2659,inflatable balloon
2660,inflatable toys
2661,inside
2662,insrtuments
2663,instraments playing
2664,instructions
2665,instructors
2666,instrumental music
2667,instruments
2668,instruments flag holders dancing
2669,interview
2670,introducing graduates who are top of their class
2671,introducing someone
2672,invincibles
2673,iraq
2674,irish
2675,island
2676,it is a graduation
2677,it moves away from the toy
2678,its a birthday party
2679,its a festival
2680,its a marriage
2681,its birthday party
2682,its christmas
2683,its seminar hall
2684,jackets
2685,japan
2686,japanese
2687,japanese festival
2688,japanese parade
2689,jazz
2690,jelly fish
2691,jerseys
2692,jessie
2693,jewelry
2694,jingle bells
2695,juegos
2696,jugglers
2697,juggling
2698,jumping
2699,jumping on stilts
2700,jumpsuit
2701,jumpy
2702,jungle book
2703,junior boys playing basketball
2704,just sayin
2705,juvenille graduation
2706,kabuki!
2707,karaoke
2708,karoke
2709,keep fit
2710,ketchup
2711,kick about
2712,kick soccer ball
2713,kicking
2714,kicking a ball on the beach
2715,kicking ball
2716,kicking ball to each other
2717,kicking basketball
2718,kicking feet
2719,kid and birthday card
2720,kid and her mom
2721,kid blowing out 2 birthday candles
2722,kid blows candle
2723,kid blows out candle on cake
2724,kid boy girl family talking waving hello kids family video
2725,kid boy wall floor chair food table cake fork knife
2726,kid candle cake mom chair hands
2727,kid covered in chcolate
2728,kid dad girl reading speech card present
2729,kid eating cake
2730,kid eats cake at a picnic
2731,kid flame cake fire candle dark parents
2732,kid fooling around
2733,kid games
2734,kid in a car
2735,kid in chair
2736,kid in doorway
2737,kid in goal throws out the ball
2738,kid in parachute
2739,kid opening a card
2740,kid opening a present
2741,kid opening gift
2742,kid opens birthday gift
2743,kid picks it's nose
2744,kid plate fork chair man toy candle cake
2745,kid playing
2746,kid playing with balloon
2747,kid randomly crying
2748,kid reading or reciting
2749,kid runs
2750,kid sining happy birthday
2751,kid sleeping
2752,kid squirms
2753,kid standing on table
2754,kid stares at bubbles
2755,kid talking
2756,kid talking eating
2757,kid throws off hat
2758,kid w parents
2759,kid walks to teacher
2760,kid watching parade
2761,kid's birthday party at a house
2762,kid's gym
2763,kids
2764,kids  and grandpa are sitting at a table
2765,kids  graduation
2766,kids achievement report
2767,kids and parents go for walk
2768,kids awards applause gym
2769,kids baby plate high chair seat spoon
2770,kids baskestball game
2771,kids basketball
2772,kids basketball game
2773,kids basketball session
2774,kids birthday
2775,kids birthday bowl chips
2776,kids birthday celebration
2777,kids birthday party
2778,kids birthday singing cake family kitchen
2779,kids bleachers teacher crowd
2780,kids boy chair floor door shirt eyes
2781,kids cake candle flame dark table flash
2782,kids cap dress teacher wall floor rug
2783,kids cap gown curtain boy girl door
2784,kids cap gown heart stage wall
2785,kids cap tassel chair wall
2786,kids chair cap group
2787,kids chair wall cake fire candle flame
2788,kids choir
2789,kids clapping
2790,kids classroom board boy girl
2791,kids costume hat street sign
2792,kids dad cake table curtain candle
2793,kids dad table cake window wall ceiling camera
2794,kids dance display
2795,kids dancing
2796,kids dancing to music
2797,kids dressed in halloween costumes
2798,kids eating
2799,kids eating food at table
2800,kids fancy dress parade halloween
2801,kids floor wall chair window doir
2802,kids getting awards
2803,kids getting awards & dog treats
2804,kids getting diplomas
2805,kids graduation
2806,kids graduation ceremony
2807,kids graduation day
2808,kids graduation from their class
2809,kids group wall floor shirt choir
2810,kids halloween parade
2811,kids happy birthday music
2812,kids having circle time at school
2813,kids in blue caps and gowns
2814,kids in caps and gowns
2815,kids in character outfits parade in the gym
2816,kids in costume
2817,kids in costumes -- could be halloween
2818,kids in costumes at a halloween event at school
2819,kids in costumes dancing
2820,kids in costumesw
2821,kids in facncy dress
2822,kids in gym
2823,kids in masks
2824,kids in robes and caps
2825,kids in truck watch  a parade
2826,kids kick ball
2827,kids kicking a ball
2828,kids lining up
2829,kids make a lot of noise
2830,kids making noises
2831,kids meet baseball team
2832,kids on a bus
2833,kids on a bus with an adult going to a parade
2834,kids on a stage
2835,kids on a tram
2836,kids on bus going to parade
2837,kids on parade
2838,kids opening birthday presents
2839,kids parading wearing masks
2840,kids party
2841,kids people cake knife grass men
2842,kids performing
2843,kids performing a musical song on stage
2844,kids play ball on beach
2845,kids play basketball
2846,kids play football
2847,kids play indoor basketball
2848,kids play music on the back of a truck
2849,kids play soccer
2850,kids playing a game
2851,kids playing basketball in gym
2852,kids playing basketballon court
2853,kids playing in toys
2854,kids playing on the beach
2855,kids playing soccer
2856,kids practice soccer teacher boys girls field running passes
2857,kids practice teacher teaching lessons sports girls run
2858,kids reading
2859,kids recital
2860,kids school graduation
2861,kids shouting
2862,kids showing off their muscles
2863,kids signing
2864,kids sing around the campfire
2865,kids sing graduation song
2866,kids singing
2867,kids singing at a graduation ceremony
2868,kids singing at a graduation ceremony.
2869,kids singing at an event
2870,kids singing at their graduation
2871,kids singing happy birthday
2872,kids singing in a classrooom
2873,kids singing in class
2874,kids sitting on garden
2875,kids soccer field mom
2876,kids soccer practise
2877,kids spit on cake
2878,kids sports award ceremony
2879,kids sports awards
2880,kids sports day
2881,kids street costume hat
2882,kids table balloon party boy girl
2883,kids table cupcake
2884,kids table window cake flame box
2885,kids taking part in a musical production
2886,kids team pratice
