woman making faces to camera|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
house street crowd parade window lines horse|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
hand motions|4|12|0|3|2|3|0|0|0|1|2|0|0|0|0|0
players shooting basketball at the basket|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
fancy dress|0|16|0|0|0|1|0|1|2|0|0|0|0|0|0|0
music performance|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday occasin|0|10|0|0|0|0|0|5|0|0|0|1|0|0|0|0
funny|0|15|0|0|0|0|0|0|2|0|4|0|0|0|0|0
barney|0|9|0|0|0|0|0|1|0|0|5|0|0|0|0|0
children do actions as they sing the song|0|13|0|0|0|0|0|1|0|0|1|0|0|0|0|0
little boy at home|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
stage speech|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
snail|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kids classroom board boy girl|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
basketball team the lakers is going through the streets celebrating championship!|13|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kids table balloon party boy girl|0|6|0|0|0|0|0|9|0|0|0|2|0|0|0|0
grandmas birthday party|0|7|0|0|0|0|0|11|1|0|0|7|0|0|0|0
little kids graduate|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
man speaking on podium|2|13|0|1|0|1|0|0|0|0|0|0|0|1|0|0
pepole|3|10|1|0|5|0|0|0|1|0|0|0|1|1|1|0
opening gits|0|18|0|0|0|0|0|2|0|0|0|2|0|0|0|0
birthday w family|0|10|0|0|0|0|0|5|0|0|0|2|0|0|0|0
perfoming|6|9|0|3|3|3|0|0|0|0|6|0|0|1|0|0
parade in  a shopping mall|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
holding a flashlight|0|14|0|0|0|0|0|0|1|0|0|0|0|1|0|0
beats me|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
parents|1|17|0|1|1|1|0|1|0|0|0|0|0|2|0|0
crying|0|12|0|0|0|0|0|0|0|0|0|1|0|2|0|0
baby exploring new toy|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
emergency|0|9|0|0|0|0|2|0|0|1|0|0|0|10|0|0
couple|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
instructors|0|7|9|0|0|0|0|0|0|0|0|0|1|0|0|0
people clapping|8|13|1|5|7|5|0|1|0|0|1|0|0|0|0|0
kids in blue caps and gowns|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
formal|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
family singing happy birthday to a little boy|0|11|0|0|0|0|0|3|0|0|0|4|0|0|0|0
playing guitae|0|18|0|0|0|0|0|0|1|0|1|0|0|0|0|0
chorus|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
playing guitar|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
boy waking up|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
waiters and friend singing happy birthday|0|9|1|0|0|0|0|10|0|0|0|6|1|0|0|0
baby walking along street with adults|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
present opening|0|12|0|0|0|0|0|3|0|0|0|3|0|0|0|0
greeting|0|16|0|1|1|1|0|1|1|0|2|0|0|0|0|0
camera's|0|14|0|0|0|0|0|1|0|0|0|1|0|0|0|0
chinese parade float|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday celebration singing|0|11|0|0|0|0|0|11|0|0|0|3|0|0|0|0
birthday party!|0|9|0|0|0|0|0|7|0|0|0|2|0|0|0|0
ursula|0|17|0|1|0|0|0|0|0|0|2|0|0|0|0|0
flying whale|0|14|0|0|0|0|1|0|0|0|0|0|0|0|0|0
names of grads are called out|0|15|5|0|0|0|0|0|0|0|0|0|0|0|0|1
religion|0|16|0|0|0|0|0|0|0|1|0|3|0|0|0|0
birthday cake with lit candle|0|1|0|0|0|0|0|10|0|0|1|14|0|0|0|0
adults instructing children|3|16|1|2|2|2|0|0|0|0|0|0|0|0|0|0
drums playing|1|13|0|1|1|0|0|0|0|0|0|0|0|0|0|0
lady makes a speech|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|1
traffic cop|0|11|0|0|0|0|0|0|0|3|0|0|0|0|0|1
child speech|0|15|1|0|0|0|0|3|0|0|1|1|1|0|0|1
birthday celebration|0|6|0|0|0|0|0|14|0|0|0|7|0|0|0|0
family surprise party|0|12|0|0|0|0|0|3|0|0|0|2|0|0|0|0
a pirate looks into the camera|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
elementary school|1|14|0|1|1|1|0|0|0|0|0|0|0|0|0|1
people singing happy birthday.|0|8|0|0|0|0|0|7|0|0|0|4|0|0|0|0
santa|0|18|0|0|0|0|0|0|1|0|1|0|0|0|0|0
people wearing t shirts|5|12|0|4|5|4|0|0|1|0|0|0|0|0|1|0
college graduates|1|16|4|1|0|0|0|0|0|0|0|0|1|1|0|0
whiteboard|0|13|2|1|0|0|0|0|0|0|0|0|0|1|0|0
jungle book|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
hells angels|0|2|0|0|0|0|1|0|0|17|0|0|0|0|0|0
childrens school graduation|0|19|0|0|1|0|0|0|0|0|0|0|0|0|0|0
girl dog play room laugh dancing baby kid girl on her room|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
one person with flag|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|7
basketball court|19|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sightseeing|0|11|0|0|0|0|2|0|0|0|0|0|0|0|3|0
a little girl sits looking bewildered during happy birthday|0|11|0|0|0|0|0|10|0|0|0|3|0|0|0|0
arcade|0|14|0|0|0|0|1|0|0|0|0|0|0|0|0|0
tasting|0|7|10|0|0|0|0|0|0|0|0|0|7|0|0|0
baby open gifts|0|11|0|0|0|0|0|4|0|0|0|3|0|0|0|0
suit|2|14|0|2|2|2|0|0|0|0|0|0|0|0|0|2
decorated floats|0|17|0|0|0|0|0|1|0|0|1|0|0|0|1|0
hawaiian|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
smiling for the camera|1|14|0|1|1|0|0|0|0|0|0|0|1|0|0|0
poster|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|1
ling|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
nieces|0|19|0|0|0|0|0|1|0|0|1|1|0|0|0|0
a caravan with the 7 dwarfs snow white quite crowd|0|17|0|0|0|0|0|0|0|0|4|0|0|0|0|0
small gathering of family/friends to celebrate a birthday|0|10|0|0|0|0|0|4|0|0|0|3|0|0|0|0
birhday song|0|8|0|0|0|0|0|7|0|0|0|1|0|0|0|0
soccer practise|0|4|0|1|12|0|0|0|0|0|0|0|0|0|0|0
boy floor wall toys|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
celebration gathering|0|14|1|0|0|0|0|6|0|0|0|3|0|0|0|0
supervisor|0|13|1|0|0|0|0|0|0|0|0|0|0|1|0|0
smart car|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
students party|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
chat|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
firdge|0|19|1|0|0|0|0|0|0|0|0|0|1|0|0|0
swaying arms|2|12|0|1|1|1|0|0|1|0|0|0|0|0|0|0
collecting certificates|0|14|5|0|0|0|1|0|0|0|0|0|1|0|0|0
crowd waving and clapping|5|9|0|4|6|5|0|0|0|0|0|0|0|0|0|0
basquetball|17|2|0|0|0|0|0|0|0|0|0|0|0|0|1|0
cobblestone|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
child playing with blow-up toy|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
man claps|4|16|0|2|4|1|0|0|0|0|0|0|0|0|0|0
pedestrians|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
frisco st|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
costumed goldfish carriers|0|17|0|0|0|1|0|1|0|0|1|1|0|0|0|0
dog's birthday|0|11|0|0|0|0|0|9|0|0|0|3|0|0|0|0
food table|0|11|4|0|0|0|0|0|0|0|0|0|3|1|0|0
hello|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
warning lights|0|15|0|1|0|0|2|0|0|3|0|0|0|0|0|0
harvest parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
room mickey kids pinata teacher|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
young|1|13|0|0|0|0|0|1|0|0|1|0|0|1|0|0
snail floats|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
group of kids walking|0|18|0|0|1|0|0|0|0|0|0|0|0|0|1|0
football match|0|3|0|16|7|0|0|0|0|0|0|0|0|0|0|0
graduation music playing in the background as graduates walk on a football field|0|11|0|9|2|0|0|0|0|0|0|0|1|0|0|0
garden|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
race track with cars moving on it|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
deocoration|0|11|0|0|0|0|0|4|0|0|0|1|0|0|0|0
people making a speech|1|14|0|1|1|1|0|0|0|0|0|0|0|0|0|0
sailors men hat uniform wall group|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|2
baby boy birthday|0|7|0|0|0|0|0|8|0|0|0|2|0|0|0|0
harbor|0|10|0|0|0|0|0|0|0|0|0|0|0|0|5|0
smiling little girl|1|16|0|0|0|0|0|2|0|0|2|3|0|0|0|0
race|0|13|0|0|1|0|0|0|0|1|0|0|0|0|0|0
playing a game w kids|3|16|0|3|2|2|0|1|0|0|1|0|0|0|0|0
video|1|11|1|0|2|0|0|1|0|0|0|0|0|0|0|0
people sat down on sofa|0|14|0|0|0|0|0|1|0|0|0|1|0|0|0|0
ghost busters|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
pajamas|0|13|0|0|0|0|0|2|0|0|0|0|0|5|0|0
young family gatered around a table|0|12|0|0|0|0|0|2|0|0|0|2|1|0|0|0
cancha|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
graduatino|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
post commencement|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
character parade|0|14|0|0|0|0|0|0|0|0|2|0|0|0|0|0
disneyland show|0|13|0|0|0|0|0|0|0|1|1|0|0|0|0|0
indian|0|18|0|0|0|0|0|0|0|0|1|0|1|0|0|0
flag dance|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
electric parade|0|18|0|0|0|0|0|0|1|0|1|1|0|0|0|1
little girl waving at camera|2|16|0|1|1|1|0|2|0|0|0|1|0|0|0|0
coaching giving orders to team|17|4|0|13|16|14|0|0|0|0|0|0|0|0|0|0
parade canada cold|0|18|0|0|1|1|0|0|0|0|0|0|0|0|0|0
handing out diplomas degrees|0|17|3|0|0|0|0|0|0|0|0|0|0|0|0|0
person blowing out candle|0|4|0|0|0|0|0|0|0|0|0|12|0|0|0|0
cap gown wall clock kids boy girl ceiling|1|11|4|0|0|0|0|0|0|0|0|0|0|0|0|0
squirming|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
school function|0|9|5|0|0|0|0|0|0|0|1|0|0|0|0|0
great|1|18|1|1|1|1|1|1|1|1|1|1|1|0|1|0
bykes|0|9|0|0|0|0|0|0|0|7|0|0|0|0|0|0
baby holds its own bottle|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
teaching a kid|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
house party|0|15|0|0|0|0|0|4|0|0|0|2|0|0|1|0
child opening birthday presents|0|11|0|0|0|0|0|12|0|0|0|3|0|0|0|0
musical instruments|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
lighted signs|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
elmo on a truck|0|15|0|0|0|0|0|0|0|0|1|0|0|0|0|0
dog eating cake|0|10|0|0|0|0|0|2|1|0|0|3|0|0|0|0
standing|4|14|1|4|3|4|0|0|2|1|0|0|1|1|0|0
event show|0|14|0|0|0|0|0|0|0|0|0|1|0|0|0|0
certificate|0|16|4|0|0|0|0|0|0|0|0|0|0|0|0|0
sparkling candle|0|5|0|0|0|0|0|0|0|0|0|11|0|0|0|0
baseball team|0|3|0|0|0|18|0|0|0|0|0|0|0|0|0|0
barney and friends|0|12|0|0|0|0|0|0|0|0|3|0|0|0|0|0
kids playing basketballon court|18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bullhorn|1|15|0|1|1|0|0|0|0|2|0|0|0|0|0|0
baby|0|13|0|0|0|0|0|1|0|0|0|1|0|1|0|0
sports jerseys|8|8|0|8|8|7|0|0|0|0|0|0|0|0|0|0
street processions|0|19|0|0|0|0|0|0|0|1|0|0|0|0|0|0
charity|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
customes|0|13|0|0|0|0|0|0|7|1|1|1|1|0|1|0
animals|0|14|0|0|0|0|0|0|1|0|0|0|0|0|0|0
little kid's birthday|0|6|0|0|0|0|0|15|0|0|0|7|0|0|0|0
a toddler sitting on the floor of the nursery filled with stuffed animals and a crib|0|19|0|0|0|0|0|0|0|0|0|0|0|1|0|0
drill|0|12|0|0|2|0|0|0|0|1|0|0|0|0|0|0
large tree on float|0|19|0|0|0|0|0|0|0|0|0|0|0|1|0|0
woman wearing party hat|0|13|0|0|0|0|0|2|0|0|0|0|0|0|0|0
standing at attention|0|17|1|0|0|0|1|0|0|0|0|0|0|0|0|2
eric graduates|0|18|2|0|0|0|0|0|0|0|0|0|0|0|0|0
couple sharing a scarf|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
promotional|0|18|0|0|0|0|0|0|1|0|0|1|0|0|0|0
woman taking a photo|1|13|0|0|1|0|0|0|0|0|0|0|0|0|0|1
disneys holiday parade|1|16|0|0|0|0|0|0|0|0|2|0|0|0|1|1
football field parade|0|5|0|10|4|0|0|0|0|0|0|0|0|0|0|0
big crowd watching|10|7|0|8|11|10|1|0|0|1|0|0|0|0|1|1
fire engine driving past|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
children graduation gowns singing parents cameras flashing|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
desfile lights disney parade pigs street christmas|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
blocks|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
big screen|3|15|0|2|1|2|0|0|0|0|0|0|0|0|2|0
4 kids waiting|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
kid in parachute|0|12|0|0|0|0|3|0|0|0|0|0|0|0|0|0
pigs|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
small children play football.|0|8|0|8|0|0|0|0|0|0|0|0|0|0|0|0
counter|0|17|3|0|0|0|0|0|0|0|0|0|0|1|0|0
lighted caterpillar|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kids on a bus with an adult going to a parade|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
parde|0|19|0|0|0|0|0|0|0|0|0|0|0|1|0|0
little girl tries to blow out her candle|0|0|0|0|0|0|0|5|0|0|0|19|0|0|1|0
child's performance|3|16|0|2|3|3|0|0|0|0|3|0|0|0|0|0
evening entertainment|2|16|0|1|2|1|0|0|1|0|3|1|0|0|0|0
graduate procession|0|19|2|0|0|0|0|0|0|0|0|0|0|0|0|0
friends fooling around|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
lamp|0|19|0|0|0|0|0|0|0|0|0|1|0|0|0|0
drumline|0|14|0|0|0|0|0|1|0|0|1|0|0|0|0|0
2015|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
hula hoop people in a parade|0|16|0|0|0|0|0|0|0|0|1|0|0|1|1|1
singing happy birthday|0|22|0|0|0|0|0|13|0|0|0|5|0|0|0|0
coloured lights|0|13|0|0|0|0|0|0|0|0|0|2|0|0|0|0
sailor hat uniform group band wall|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|2
dock|0|18|0|0|0|0|0|0|0|0|0|0|0|0|2|0
childs graduation|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kiss|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sky light pole band field people tree|0|13|0|1|0|0|1|0|0|0|0|0|0|0|0|0
cage|0|13|0|0|1|0|0|0|0|1|0|0|0|0|0|0
kitchen table|0|11|3|0|0|0|0|1|0|0|0|1|3|0|0|0
birthday occasion - kid trying to blow out candle|0|4|0|0|0|0|0|5|0|0|0|12|0|0|0|0
daytime parade featuring dancers|0|13|0|0|1|0|0|0|0|0|1|0|0|0|0|0
glasses|0|17|2|0|0|0|0|0|0|0|0|0|1|1|0|0
tents|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
elementary|0|17|2|1|0|0|0|0|0|0|0|0|0|0|0|0
books|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
snow white's float|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
10 pin bowling|0|14|0|0|1|0|0|0|0|0|0|0|0|0|0|0
podieum|1|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0
throwing hats|1|15|1|1|1|1|0|0|1|0|0|0|0|0|0|0
birthdy|0|5|0|0|0|0|0|14|0|0|1|5|0|0|0|0
introducing graduates who are top of their class|0|15|4|0|0|0|1|0|0|0|0|0|0|0|0|0
flag parade|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|3
little children siniging in class|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
match games with children|5|15|0|4|5|5|0|1|1|0|1|0|0|0|0|1
cremony|0|12|3|0|0|0|0|0|0|0|0|0|0|0|1|0
seniors lunch|0|19|0|0|0|0|0|0|0|0|0|0|1|0|0|0
speaking on podium|0|14|1|0|0|0|0|0|0|0|0|0|1|0|0|0
parade street applause crowd|0|19|0|0|0|0|1|0|0|0|0|0|0|0|0|0
repeats|1|17|0|2|1|1|0|0|0|0|1|0|0|0|0|0
motorbikes|0|3|0|0|0|0|0|0|0|13|0|0|0|0|0|0
scarf|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
grads accepting their certs|0|17|3|0|0|0|0|0|0|0|0|0|0|0|0|0
prank|0|12|0|0|0|0|0|0|3|1|0|0|0|0|0|0
parade and helicopter flying|0|12|0|0|0|0|9|0|0|0|0|0|0|0|0|0
festival|0|18|0|0|0|0|0|0|0|0|0|0|0|0|0|2
flasing lights|0|18|0|0|0|0|1|0|0|0|0|0|0|0|1|0
percussion|0|20|0|1|0|0|0|0|0|0|0|0|0|0|0|0
decorations|0|10|0|0|0|0|0|11|0|0|0|3|0|0|0|0
parents watch from the side|5|14|1|4|6|4|0|1|0|0|1|1|1|0|0|1
musical band playing|0|18|0|1|0|0|0|1|0|0|0|0|0|0|0|0
pink pig|0|19|1|0|0|0|0|0|0|0|1|0|0|0|0|0
men playing soccer|0|0|0|1|19|0|0|0|0|0|0|0|0|0|0|1
man beats a drum|0|13|0|0|0|0|0|0|1|0|0|0|0|0|1|0
small kids play soccer|0|1|0|0|19|0|0|0|0|1|0|0|0|0|0|0
large theatre hall|0|13|1|0|1|0|0|0|0|0|0|0|0|0|0|0
people waving pennants|5|14|0|4|5|4|0|0|1|0|0|0|0|0|0|1
briefing|0|12|1|0|0|0|0|0|0|0|0|0|0|1|0|1
parade lights night|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
studenst|0|15|6|0|0|0|0|0|0|0|0|0|0|0|0|0
kids singing|0|16|0|0|0|0|0|3|0|0|1|1|0|0|0|0
brick kids chair door window teacher pavement|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
red jumpers|0|17|0|0|0|0|0|0|0|1|0|0|0|1|1|0
kids recital|0|13|0|0|0|0|0|0|0|0|1|0|0|1|0|0
baby girl dancing|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
people together|3|16|3|3|3|3|0|2|1|1|0|1|1|5|1|0
minnie waving|0|13|0|0|0|0|0|0|0|0|2|0|0|0|0|0
livingroom|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sign building light tree|0|14|1|0|0|0|0|0|0|0|0|0|0|1|0|0
singing happy birthday to little girl|0|10|0|0|0|0|0|7|0|0|1|3|0|0|0|0
latino|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
balloon popped|0|5|0|0|0|0|0|15|0|0|0|0|0|0|0|0
petals|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
turn tables|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
medal|0|12|1|0|0|0|0|0|0|0|0|0|1|0|0|2
suticase|0|13|0|0|0|0|0|0|0|0|0|0|0|0|2|0
family celebration|0|13|0|0|0|0|0|9|0|0|0|2|0|0|0|0
thanksgiving|0|12|0|0|0|0|0|0|0|0|0|1|1|0|1|0
kids sitting on garden|0|13|0|0|0|0|0|1|0|0|1|0|0|0|0|0
many people|8|12|0|5|7|6|0|0|0|1|0|0|0|2|0|0
waiting for graduation ceremony to start|0|17|2|0|0|0|0|0|0|0|0|0|1|1|0|0
kid covered in chcolate|0|14|1|0|0|0|0|4|0|0|0|3|0|1|0|0
boy wearing glasses sitting on the floor|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
bikes|0|8|0|0|0|0|0|0|0|12|0|0|0|0|0|0
sining birthday party|0|9|0|0|0|0|0|11|0|0|0|5|0|0|0|0
candle lit|0|4|0|0|0|0|0|0|0|0|0|12|0|0|0|0
bedroom|0|17|0|0|0|0|0|0|1|0|0|0|0|2|0|0
police officers|1|12|1|1|1|1|2|0|2|5|0|0|0|2|1|1
riding|0|6|0|0|0|0|3|0|0|10|0|0|0|0|0|0
city wall|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kindergarten  graduation|0|15|0|0|0|0|0|0|0|0|0|1|0|0|0|0
basketball players|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
parent helping her|0|16|2|1|1|0|0|1|1|0|1|0|0|0|0|0
webcast|2|12|1|0|2|0|0|1|0|0|0|1|0|0|0|0
christmas dinner seniors family birthday|0|14|0|0|0|0|0|5|0|0|0|5|0|0|0|0
baby blowing out candles on birthday cake|0|3|0|0|0|0|0|1|0|0|0|12|0|0|0|0
street sky cloud girls building parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
minnie mouse|0|17|0|0|0|0|0|0|0|0|3|0|0|0|0|0
adult video taping|1|15|2|1|1|1|2|2|0|1|2|1|2|2|2|1
friends laughing|2|12|0|0|2|0|0|1|0|0|0|1|0|0|0|0
friends birthday|0|7|0|0|0|0|0|14|0|0|0|5|0|0|0|0
wire|1|18|0|0|0|0|0|0|0|0|0|1|0|0|0|0
superhero|0|15|0|0|0|0|0|2|0|0|4|1|0|0|0|1
music band|1|18|0|1|0|0|0|0|0|0|0|0|0|0|0|0
astroturf|0|11|0|9|8|4|0|0|0|0|0|0|0|0|0|0
gnomes|0|13|0|0|0|0|0|0|0|0|2|0|0|0|0|0
mini car parade|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
little ceasars|0|15|0|0|0|0|0|0|0|0|0|1|3|0|0|1
doorway|0|15|3|0|0|0|1|0|0|1|0|0|0|3|0|0
taking photos|1|12|0|1|1|0|0|1|0|0|0|0|0|0|2|0
feel sick|0|10|0|0|0|0|0|0|0|0|0|0|0|5|0|0
room kid sleeping wake up tired|0|16|0|0|0|0|0|1|0|0|0|0|0|3|0|0
lk|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
man conducting a choir|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
umg|1|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0
chalkboard|1|12|3|1|1|1|0|0|0|0|0|0|0|0|0|0
people play music walking down the street|0|18|0|1|0|0|0|0|0|0|0|0|0|0|1|1
basket ball game|18|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
singing choir|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
school recital|0|19|0|1|0|0|0|0|0|0|0|0|0|0|0|0
laser|0|13|0|0|0|0|0|0|0|0|0|1|0|1|0|0
crowd tree trunk float parade street band|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
yellow caps|1|13|1|0|0|0|0|0|0|0|0|0|0|0|0|1
runway|0|14|0|0|0|0|1|0|0|1|0|0|0|0|0|0
sitting on floor|1|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0
building sky crowd sign rail  man car|0|13|1|0|0|0|1|0|0|1|0|0|0|1|0|0
cat walking|0|13|0|0|0|0|0|0|0|1|1|0|0|0|0|0
flafg podium man table. group girl|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
float of fairy|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
street celebration for la lakers|10|8|0|2|0|0|0|0|0|0|0|0|0|0|0|0
lantern ceremony|0|16|0|0|0|0|0|0|0|0|0|5|0|0|0|0
halloween costume party for young students in a gym|0|14|0|0|0|0|0|1|1|0|0|1|0|0|0|0
gradutaion|0|13|7|0|0|0|0|0|0|0|0|0|0|0|0|0
singing happy birthday song celebration|0|5|0|0|0|0|0|8|0|0|0|7|0|0|0|0
cap gown|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday occasion with adults|0|11|0|0|0|0|0|5|0|0|0|2|0|0|0|0
many tables/chairs|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
paralympians|1|17|0|1|3|1|0|0|0|0|0|0|0|0|0|0
curtain balloon chair girls paper speech|0|5|0|0|0|0|0|10|0|0|0|0|0|0|0|0
military drill|0|17|0|0|0|0|1|0|0|1|0|0|0|0|0|2
ball|13|5|0|11|15|13|0|0|0|0|0|0|0|0|0|0
dusk|0|17|0|0|0|0|0|0|1|0|0|4|0|0|0|0
birthday pary|1|5|0|0|0|0|0|9|0|0|0|3|0|0|0|0
a young boy trying to blow out candles on his birthday cupcake|0|3|0|0|0|0|0|5|0|0|0|15|0|0|0|0
costume parade tree sky building people|0|13|0|0|0|0|0|1|0|0|1|0|0|0|0|0
man waving|1|12|0|0|2|0|0|0|0|0|0|0|0|0|0|1
singing happy birthday family|0|12|0|0|0|0|0|9|0|0|0|4|0|0|0|0
street show|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
child's first birthday celebration|0|8|0|0|0|1|0|11|0|0|1|6|0|0|0|0
street parade in costumes|0|13|0|0|0|0|0|0|0|0|1|0|0|0|0|1
cake birthday candles kids family|0|4|0|0|0|0|0|9|0|0|0|12|0|1|0|0
red bear|0|19|0|0|0|0|1|0|0|0|1|0|0|0|0|0
baby on couch|0|19|0|0|0|0|0|0|0|0|0|0|0|1|0|0
cake decoration|0|8|0|0|0|0|0|0|0|0|0|7|0|0|0|0
residential|0|14|0|0|0|0|0|0|0|0|0|0|0|1|0|0
winnie|0|13|0|0|0|0|0|0|0|0|3|0|0|0|0|0
building group students backpack|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
school children singing in hall|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
baby girl looking|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
children graudation|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
parade participants performing a dance for the viewers|0|18|0|0|0|0|0|0|1|0|1|0|0|0|0|1
smiling man|1|14|1|1|1|1|0|2|0|1|1|1|2|0|1|4
whispers|1|12|0|0|1|0|0|1|0|0|0|0|0|2|0|0
desk|0|16|6|0|0|0|0|0|0|0|0|0|0|1|0|0
